Id,SalePrice
1461,129420.5
1462,156086.5
1463,188724.12
1464,183151.3
1465,200715.93
1466,182680.25
1467,175095.46
1468,178589.14
1469,179592.23
1470,127057.0
1471,196054.18
1472,99420.0
1473,101983.21
1474,150501.0
1475,133801.75
1476,403568.86
1477,266413.96
1478,293686.2
1479,261953.86
1480,503033.52
1481,330081.3
1482,211785.93
1483,177136.38
1484,175418.67
1485,167418.04
1486,203406.81
1487,323186.06
1488,250863.58
1489,207218.04
1490,197123.8
1491,192999.85
1492,100004.5
1493,176449.4
1494,295683.63
1495,293381.02
1496,221373.8
1497,185775.98
1498,152335.75
1499,151576.31
1500,154670.23
1501,172541.1
1502,152373.51
1503,306672.97
1504,245853.6
1505,215259.45
1506,186831.04
1507,225738.23
1508,207365.75
1509,160578.0
1510,155442.0
1511,152882.68
1512,164029.6
1513,154571.0
1514,174940.0
1515,183983.16
1516,164916.39
1517,155344.59
1518,129709.11
1519,225612.09
1520,140629.5
1521,149173.0
1522,168187.0
1523,113877.59
1524,118841.5
1525,130204.5
1526,130245.0
1527,96308.42
1528,125888.75
1529,147015.0
1530,163181.55
1531,121171.29
1532,105273.0
1533,134211.12
1534,118706.38
1535,164442.87
1536,119369.28
1537,90643.11
1538,183643.0
1539,230862.47
1540,133117.21
1541,154529.62
1542,149736.7
1543,219202.46
1544,81018.71
1545,95861.07
1546,121303.76
1547,133434.18
1548,127654.09
1549,108590.47
1550,139549.37
1551,116614.0
1552,133245.81
1553,152390.28
1554,107143.94
1555,183238.19
1556,107246.13
1557,127140.86
1558,94019.65
1559,113682.14
1560,152616.34
1561,165021.79
1562,123784.5
1563,118273.5
1564,151809.11
1565,150738.14
1566,228281.69
1567,92491.2
1568,222563.9
1569,149234.46
1570,122194.0
1571,132346.7
1572,142311.75
1573,248926.18
1574,147546.82
1575,209148.5
1576,208852.78
1577,202605.66
1578,164577.46
1579,144585.9
1580,192382.95
1581,137278.59
1582,128074.1
1583,336874.28
1584,239462.87
1585,140978.0
1586,74165.49
1587,107057.0
1588,143892.08
1589,106986.78
1590,134961.25
1591,105986.33
1592,126232.71
1593,117350.5
1594,140047.29
1595,131641.35
1596,233082.68
1597,171467.11
1598,183116.75
1599,208050.57
1600,192575.29
1601,61973.43
1602,114445.12
1603,97227.11
1604,276831.61
1605,248107.25
1606,169539.87
1607,183652.49
1608,215750.61
1609,198263.1
1610,160191.55
1611,150974.5
1612,159132.01
1613,167228.32
1614,119691.1
1615,84508.0
1616,77794.0
1617,87007.0
1618,127500.0
1619,132826.5
1620,161503.15
1621,144774.51
1622,150669.05
1623,306032.0
1624,213435.9
1625,134411.08
1626,180242.0
1627,188845.0
1628,279185.6
1629,171716.7
1630,349335.49
1631,231398.85
1632,257773.8
1633,162604.72
1634,180420.32
1635,173700.61
1636,160481.8
1637,167966.27
1638,215585.7
1639,181267.53
1640,267729.94
1641,186720.74
1642,218477.89
1643,231060.4
1644,230744.58
1645,163538.89
1646,154070.0
1647,161169.0
1648,143219.42
1649,139190.5
1650,123354.5
1651,123495.94
1652,98585.0
1653,97613.0
1654,152631.03
1655,152691.8
1656,149516.5
1657,152371.53
1658,149117.03
1659,135771.75
1660,144778.3
1661,443744.88
1662,381173.56
1663,391268.93
1664,426421.22
1665,310071.69
1666,336441.74
1667,367500.22
1668,326349.04
1669,287576.5
1670,350547.13
1671,282122.76
1672,488809.64
1673,305320.0
1674,264329.56
1675,190212.0
1676,190953.61
1677,212498.18
1678,420836.35
1679,376610.98
1680,317751.93
1681,262477.34
1682,319662.55
1683,188939.15
1684,169196.8
1685,173861.86
1686,170748.39
1687,162939.48
1688,189454.29
1689,187454.55
1690,184443.84
1691,168102.89
1692,257636.48
1693,163254.59
1694,179849.5
1695,165732.7
1696,276965.86
1697,167221.85
1698,342326.0
1699,320263.26
1700,237717.88
1701,270942.05
1702,268251.25
1703,271558.13
1704,322103.16
1705,246891.75
1706,429408.13
1707,220267.66
1708,226615.73
1709,297849.4
1710,234256.61
1711,250642.09
1712,262031.79
1713,262652.51
1714,217159.8
1715,204218.38
1716,193182.16
1717,171236.77
1718,140238.32
1719,211647.81
1720,261683.26
1721,176081.51
1722,127911.55
1723,156791.99
1724,220719.2
1725,240604.73
1726,186777.4
1727,170915.39
1728,187997.8
1729,163171.45
1730,167510.3
1731,119906.58
1732,130005.6
1733,127937.76
1734,132738.25
1735,128566.08
1736,114620.0
1737,367512.67
1738,214210.12
1739,303885.28
1740,189960.92
1741,182952.72
1742,164256.0
1743,178245.3
1744,320678.56
1745,235866.95
1746,236722.9
1747,215349.95
1748,205530.99
1749,158292.05
1750,153940.18
1751,232568.19
1752,122076.5
1753,142602.76
1754,219139.0
1755,166835.0
1756,118078.26
1757,117655.16
1758,141387.5
1759,178301.14
1760,156316.5
1761,157651.5
1762,164771.86
1763,167844.5
1764,115011.91
1765,174123.0
1766,168319.0
1767,204671.7
1768,139332.25
1769,177024.5
1770,139856.5
1771,138996.75
1772,133402.03
1773,136628.0
1774,136040.27
1775,129892.34
1776,126108.0
1777,115493.5
1778,118795.09
1779,112539.0
1780,175310.75
1781,126239.61
1782,97634.27
1783,132107.77
1784,89921.02
1785,105698.76
1786,133324.35
1787,176159.02
1788,55070.27
1789,101099.76
1790,77008.25
1791,190301.56
1792,154159.0
1793,146343.0
1794,143130.66
1795,143895.5
1796,122972.5
1797,129187.0
1798,120300.75
1799,107715.0
1800,124664.33
1801,144230.05
1802,163584.18
1803,149090.53
1804,139170.4
1805,131148.0
1806,120992.92
1807,166121.5
1808,122598.25
1809,133651.02
1810,141063.21
1811,111505.14
1812,117368.23
1813,119903.88
1814,89000.49
1815,63369.7
1816,96847.5
1817,109491.88
1818,130993.57
1819,112989.82
1820,70916.26
1821,120377.64
1822,157807.09
1823,70839.44
1824,131652.52
1825,138086.43
1826,96612.67
1827,108714.05
1828,133118.46
1829,114239.25
1830,144581.0
1831,178328.44
1832,125601.61
1833,151853.0
1834,138008.49
1835,183394.0
1836,130543.98
1837,92654.0
1838,131797.29
1839,82199.33
1840,163682.45
1841,154383.12
1842,98654.52
1843,146441.6
1844,139718.0
1845,148036.53
1846,159481.09
1847,152171.62
1848,65773.21
1849,112510.47
1850,124189.0
1851,145235.87
1852,128004.75
1853,133743.75
1854,169279.0
1855,142944.74
1856,214360.3
1857,154829.31
1858,143284.85
1859,127136.41
1860,153214.4
1861,126508.08
1862,301356.4
1863,294302.9
1864,294302.9
1865,326994.88
1866,331977.58
1867,248104.29
1868,324215.37
1869,196954.8
1870,257404.89
1871,243126.86
1872,171576.57
1873,222446.87
1874,140299.87
1875,206989.86
1876,196658.0
1877,206173.21
1878,211407.8
1879,136300.7
1880,133971.7
1881,251631.8
1882,266339.9
1883,202564.0
1884,221893.44
1885,259158.83
1886,301579.65
1887,198288.21
1888,284184.75
1889,163626.77
1890,135074.59
1891,145013.33
1892,111362.18
1893,135632.34
1894,134910.2
1895,156631.0
1896,121440.5
1897,118191.26
1898,102948.25
1899,126454.76
1900,143071.04
1901,161794.98
1902,153870.5
1903,235598.58
1904,132239.26
1905,173702.5
1906,158272.56
1907,215782.7
1908,120074.35
1909,137293.81
1910,127874.34
1911,195376.93
1912,256853.23
1913,156376.87
1914,74617.99
1915,325619.25
1916,84301.85
1917,258818.82
1918,139211.66666666666
1919,153214.0
1920,153058.29
1921,445409.29
1922,340090.45
1923,200437.32
1924,236095.86
1925,223590.29
1926,384734.07
1927,138777.5
1928,161170.0
1929,123858.6
1930,130728.5
1931,139392.66666666666
1932,140996.0
1933,166233.48
1934,184330.32
1935,177905.96
1936,189622.0
1937,184076.25
1938,167803.41
1939,257631.5
1940,199081.87
